Gene stable ID,Gene name,Mouse gene stable ID,Mouse gene name
ENSG00000252358,RN7SKP135,ENSMUSG00002075964,Gm54729
ENSG00000101546,RBFA,ENSMUSG00000024570,Rbfa
ENSG00000202265,RNU6-596P,ENSMUSG00000064737,Gm23056
ENSG00000099326,MZF1,ENSMUSG00000030380,Mzf1
ENSG00000205863,C1QTNF9B,ENSMUSG00000071347,C1qtnf9
ENSG00000212473,RNU1-101P,ENSMUSG00000088603,Gm24192
ENSG00000200714,Y_RNA,ENSMUSG00000064945,Rny3
ENSG00000206853,,ENSMUSG00000065028,Gm25200
ENSG00000134996,OSTF1,ENSMUSG00000024725,Ostf1
ENSG00000222889,RN7SKP29,ENSMUSG00002075975,Gm56231
ENSG00000242065,RN7SL291P,ENSMUSG00000092674,Gm24105
ENSG00000207816,MIR124-2,ENSMUSG00000093073,Mir124a-2
ENSG00000189037,DUSP21,ENSMUSG00000025043,Dusp21
ENSG00000112078,KCTD20,ENSMUSG00000005936,Kctd20
ENSG00000112984,KIF20A,ENSMUSG00000003779,Kif20a
ENSG00000121380,BCL2L14,ENSMUSG00000030200,Bcl2l14
ENSG00000147113,DIPK2B,ENSMUSG00000037358,Dipk2b
ENSG00000154478,GPR26,ENSMUSG00000040125,Gpr26
ENSG00000150961,SEC24D,ENSMUSG00000039234,Sec24d
ENSG00000199405,SNORA1B,ENSMUSG00000064634,Gm22620
ENSG00000141258,SGSM2,ENSMUSG00000038351,Sgsm2
ENSG00000206701,RNU6-1040P,ENSMUSG00000089143,Gm25268
ENSG00000189167,ZAR1L,ENSMUSG00000056586,Zar1l
ENSG00000252755,RNU6-703P,ENSMUSG00000065223,Gm25792
ENSG00000171989,LDHAL6B,ENSMUSG00000101959,Ldhal6b
ENSG00000184232,OAF,ENSMUSG00000032014,Oaf
ENSG00000107518,ATRNL1,ENSMUSG00000054843,Atrnl1
ENSG00000207378,RNU6-748P,ENSMUSG00000087825,Gm22279
ENSG00000135241,PNPLA8,ENSMUSG00000036257,Pnpla8
ENSG00000166200,COPS2,ENSMUSG00000027206,Cops2
ENSG00000212414,SNORD77B,ENSMUSG00002075950,Snord80
ENSG00000202399,Y_RNA,ENSMUSG00002075391,Gm56322
ENSG00000202399,Y_RNA,ENSMUSG00000065293,Gm26124
ENSG00000202399,Y_RNA,ENSMUSG00000092999,Gm23921
ENSG00000202399,Y_RNA,ENSMUSG00002075205,Gm56480
ENSG00000202399,Y_RNA,ENSMUSG00000119124,Gm54851
ENSG00000202399,Y_RNA,ENSMUSG00000064765,Gm26456
ENSG00000202399,Y_RNA,ENSMUSG00002075209,Gm55767
ENSG00000202399,Y_RNA,ENSMUSG00000064883,Gm24203
ENSG00000202399,Y_RNA,ENSMUSG00000065047,Gm24045
ENSG00000202399,Y_RNA,ENSMUSG00000119849,Gm54376
ENSG00000207334,RNU6-12P,ENSMUSG00000119325,Gm26204
ENSG00000207334,RNU6-12P,ENSMUSG00000119893,Gm25023
ENSG00000207334,RNU6-12P,ENSMUSG00000119593,Gm22448
ENSG00000207334,RNU6-12P,ENSMUSG00000119036,Gm24035
ENSG00000207334,RNU6-12P,ENSMUSG00000119759,Gm23730
ENSG00000207334,RNU6-12P,ENSMUSG00000119442,Gm23966
ENSG00000139597,N4BP2L1,ENSMUSG00000041132,N4bp2l1
ENSG00000206776,,ENSMUSG00000065248,Gm22293
ENSG00000206776,,ENSMUSG00002075506,Gm56060
ENSG00000206776,,ENSMUSG00000065262,Gm23451
ENSG00000251840,RN7SKP155,ENSMUSG00002074897,Gm55389
ENSG00000202360,RN7SKP249,ENSMUSG00002076203,Gm54696
ENSG00000147224,PRPS1,ENSMUSG00000031432,Prps1
ENSG00000147224,PRPS1,ENSMUSG00000079104,Prps1l3
ENSG00000207582,MIR30B,ENSMUSG00000065476,Mir30b
ENSG00000199153,MIR30D,ENSMUSG00000065437,Mir30d
ENSG00000182247,UBE2E2,ENSMUSG00000058317,Ube2e2
ENSG00000278374,U4,ENSMUSG00000084652,Gm22717
ENSG00000137709,POU2F3,ENSMUSG00000032015,Pou2f3
ENSG00000206695,RNU6-442P,ENSMUSG00000089009,Gm23858
ENSG00000206695,RNU6-442P,ENSMUSG00002075542,Gm54843
ENSG00000212221,RNU6-220P,ENSMUSG00000084647,Gm24382
ENSG00000168702,LRP1B,ENSMUSG00000049252,Lrp1b
ENSG00000288611,NPBWR1,ENSMUSG00000033774,Npbwr1
ENSG00000189114,BLOC1S3,ENSMUSG00000057667,Bloc1s3
ENSG00000147535,PLPP5,ENSMUSG00000031570,Plpp5
ENSG00000132854,KANK4,ENSMUSG00000035407,Kank4
ENSG00000101544,ADNP2,ENSMUSG00000053950,Adnp2
ENSG00000171467,ZNF318,ENSMUSG00000015597,Zfp318
ENSG00000186230,ZNF749,ENSMUSG00000055150,Zfp78
ENSG00000172159,FRMD3,ENSMUSG00000049122,Frmd3
ENSG00000114166,KAT2B,ENSMUSG00000000708,Kat2b
ENSG00000178184,PARD6G,ENSMUSG00000056214,Pard6g
ENSG00000161281,COX7A1,ENSMUSG00000074218,Cox7a1
ENSG00000124098,FAM210B,ENSMUSG00000027495,Fam210b
ENSG00000169083,AR,ENSMUSG00000046532,Ar
ENSG00000178342,KCNG2,ENSMUSG00000059852,Kcng2
ENSG00000179715,PCED1B,ENSMUSG00000044250,Pced1b
ENSG00000087586,AURKA,ENSMUSG00000027496,Aurka
ENSG00000101557,USP14,ENSMUSG00000047879,Usp14
ENSG00000139044,B4GALNT3,ENSMUSG00000041372,B4galnt3
ENSG00000137288,UQCC2,ENSMUSG00000024208,Uqcc2
ENSG00000165752,STK32C,ENSMUSG00000015981,Stk32c
ENSG00000160223,ICOSLG,ENSMUSG00000000732,Icosl
ENSG00000162607,USP1,ENSMUSG00000028560,Usp1
ENSG00000174132,FAM174A,ENSMUSG00000051185,Fam174a
ENSG00000146122,DAAM2,ENSMUSG00000040260,Daam2
ENSG00000173457,PPP1R14B,ENSMUSG00000056612,Ppp1r14b
ENSG00000187118,CMC1,ENSMUSG00000039163,Cmc1
ENSG00000145781,COMMD10,ENSMUSG00000042705,Commd10
ENSG00000147548,NSD3,ENSMUSG00000054823,Nsd3
ENSG00000162989,KCNJ3,ENSMUSG00000026824,Kcnj3
ENSG00000135048,CEMIP2,ENSMUSG00000024754,Cemip2
ENSG00000159110,IFNAR2,ENSMUSG00000022971,Ifnar2
ENSG00000133111,RFXAP,ENSMUSG00000036615,Rfxap
ENSG00000219435,CATSPERZ,ENSMUSG00000050623,Catsperz
ENSG00000134830,C5AR2,ENSMUSG00000074361,C5ar2
ENSG00000133107,TRPC4,ENSMUSG00000027748,Trpc4
ENSG00000139209,SLC38A4,ENSMUSG00000022464,Slc38a4
ENSG00000144120,TMEM177,ENSMUSG00000036975,Tmem177
ENSG00000145779,TNFAIP8,ENSMUSG00000062210,Tnfaip8
ENSG00000188690,UROS,ENSMUSG00000030979,Uros
ENSG00000105854,PON2,ENSMUSG00000032667,Pon2
ENSG00000126432,PRDX5,ENSMUSG00000024953,Prdx5
ENSG00000093217,XYLB,ENSMUSG00000035769,Xylb
ENSG00000165194,PCDH19,ENSMUSG00000051323,Pcdh19
ENSG00000144278,GALNT13,ENSMUSG00000060988,Galnt13
ENSG00000105220,GPI,ENSMUSG00000036427,Gpi1
ENSG00000185722,ANKFY1,ENSMUSG00000020790,Ankfy1
ENSG00000228716,DHFR,ENSMUSG00000021707,Dhfr
ENSG00000163114,PDHA2,ENSMUSG00000047674,Pdha2
ENSG00000164109,MAD2L1,ENSMUSG00000029910,Mad2l1
ENSG00000141433,ADCYAP1,ENSMUSG00000024256,Adcyap1
ENSG00000137834,SMAD6,ENSMUSG00000036867,Smad6
ENSG00000139160,ETFBKMT,ENSMUSG00000039958,Etfbkmt
ENSG00000168071,CCDC88B,ENSMUSG00000047810,Ccdc88b
ENSG00000130385,BMP15,ENSMUSG00000023279,Bmp15
ENSG00000154027,AK5,ENSMUSG00000039058,Ak5
ENSG00000141642,ELAC1,ENSMUSG00000036941,Elac1
ENSG00000196284,SUPT3H,ENSMUSG00000038954,Supt3
ENSG00000151743,AMN1,ENSMUSG00000068250,Amn1
ENSG00000137776,SLTM,ENSMUSG00000032212,Sltm
ENSG00000186867,QRFPR,ENSMUSG00000058400,Qrfpr
ENSG00000186867,QRFPR,ENSMUSG00000029917,Qrfprl
ENSG00000156463,SH3RF2,ENSMUSG00000057719,Sh3rf2
ENSG00000141646,SMAD4,ENSMUSG00000024515,Smad4
ENSG00000100926,TM9SF1,ENSMUSG00000002320,Tm9sf1
ENSG00000137960,GIPC2,ENSMUSG00000039131,Gipc2
ENSG00000146085,MMUT,ENSMUSG00000023921,Mmut
ENSG00000138814,PPP3CA,ENSMUSG00000028161,Ppp3ca
ENSG00000147274,RBMX,ENSMUSG00000031134,Rbmx
ENSG00000116745,RPE65,ENSMUSG00000028174,Rpe65
ENSG00000174705,SH3PXD2B,ENSMUSG00000040711,Sh3pxd2b
ENSG00000065308,TRAM2,ENSMUSG00000041779,Tram2
ENSG00000130222,GADD45G,ENSMUSG00000021453,Gadd45g
ENSG00000132855,ANGPTL3,ENSMUSG00000028553,Angptl3
ENSG00000005339,CREBBP,ENSMUSG00000022521,Crebbp
ENSG00000112079,STK38,ENSMUSG00000024006,Stk38
ENSG00000128708,HAT1,ENSMUSG00000027018,Hat1
ENSG00000135045,C9orf40,ENSMUSG00000047044,D030056L22Rik
ENSG00000282936,,ENSMUSG00000107877,4933427D14Rik
ENSG00000074755,ZZEF1,ENSMUSG00000055670,Zzef1
ENSG00000127990,SGCE,ENSMUSG00000004631,Sgce
ENSG00000162302,RPS6KA4,ENSMUSG00000118668,Rps6ka4
ENSG00000116675,DNAJC6,ENSMUSG00000028528,Dnajc6
ENSG00000183826,BTBD9,ENSMUSG00000062202,Btbd9
ENSG00000101574,METTL4,ENSMUSG00000055660,Mettl4
ENSG00000136842,TMOD1,ENSMUSG00000028328,Tmod1
ENSG00000139908,TSSK4,ENSMUSG00000007591,Tssk4
ENSG00000023734,STRAP,ENSMUSG00000030224,Strap
ENSG00000183775,KCTD16,ENSMUSG00000051401,Kctd16
ENSG00000165370,GPR101,ENSMUSG00000036357,Gpr101
ENSG00000172465,TCEAL1,ENSMUSG00000049536,Tceal1
ENSG00000113196,HAND1,ENSMUSG00000037335,Hand1
ENSG00000134115,CNTN6,ENSMUSG00000030092,Cntn6
ENSG00000080986,NDC80,ENSMUSG00000024056,Ndc80
ENSG00000072135,PTPN18,ENSMUSG00000026126,Ptpn18
ENSG00000123562,MORF4L2,ENSMUSG00000031422,Morf4l2
ENSG00000188573,FBLL1,ENSMUSG00000051062,Fbll1
ENSG00000162433,AK4,ENSMUSG00000028527,Ak4
ENSG00000222501,RNU4-25P,ENSMUSG00002074939,Gm54493
ENSG00000136929,HEMGN,ENSMUSG00000028332,Hemgn
ENSG00000164611,PTTG1,ENSMUSG00000020415,Pttg1
ENSG00000079459,FDFT1,ENSMUSG00000021273,Fdft1
ENSG00000170950,PGK2,ENSMUSG00000031233,Pgk2
ENSG00000135018,UBQLN1,ENSMUSG00000005312,Ubqln1
ENSG00000213625,LEPROT,ENSMUSG00000035212,Leprot
ENSG00000112149,CD83,ENSMUSG00000015396,Cd83
ENSG00000122035,RASL11A,ENSMUSG00000029641,Rasl11a
ENSG00000138593,SECISBP2L,ENSMUSG00000035093,Secisbp2l
ENSG00000252854,RN7SKP5,ENSMUSG00002076129,Gm56331
ENSG00000101596,SMCHD1,ENSMUSG00000024054,Smchd1
ENSG00000252385,RNU6-68P,ENSMUSG00000065700,Gm22827
ENSG00000109270,LAMTOR3,ENSMUSG00000091512,Lamtor3
ENSG00000167193,CRK,ENSMUSG00000017776,Crk
ENSG00000111405,ENDOU,ENSMUSG00000022468,Endou
ENSG00000080618,CPB2,ENSMUSG00000021999,Cpb2
ENSG00000100314,CABP7,ENSMUSG00000009075,Cabp7
ENSG00000269743,SLC25A53,ENSMUSG00000044348,Slc25a53
ENSG00000158966,CACHD1,ENSMUSG00000028532,Cachd1
ENSG00000102007,PLP2,ENSMUSG00000057762,Gm6169
ENSG00000102007,PLP2,ENSMUSG00000031146,Plp2
ENSG00000065491,TBC1D22B,ENSMUSG00000042203,Tbc1d22b
ENSG00000100319,ZMAT5,ENSMUSG00000009076,Zmat5
ENSG00000167858,TEKT1,ENSMUSG00000020799,Tekt1
ENSG00000104879,CKM,ENSMUSG00000030399,Ckm
ENSG00000012660,ELOVL5,ENSMUSG00000032349,Elovl5
ENSG00000012211,PRICKLE3,ENSMUSG00000031145,Prickle3
ENSG00000109158,GABRA4,ENSMUSG00000029211,Gabra4
ENSG00000184076,UQCR10,ENSMUSG00000059534,Uqcr10
ENSG00000129559,NEDD8,ENSMUSG00000010376,Nedd8
ENSG00000183559,C10orf120,ENSMUSG00000013668,4933402N03Rik
ENSG00000101138,CSTF1,ENSMUSG00000027498,Cstf1
ENSG00000239282,CASTOR1,ENSMUSG00000020424,Castor1
ENSG00000188375,H3-5,ENSMUSG00000060743,H3f3a
ENSG00000154473,BUB3,ENSMUSG00000066979,Bub3
ENSG00000129195,PIMREG,ENSMUSG00000020808,Pimreg
ENSG00000064102,INTS13,ENSMUSG00000040250,Ints13
ENSG00000136167,LCP1,ENSMUSG00000021998,Lcp1
ENSG00000092295,TGM1,ENSMUSG00000022218,Tgm1
ENSG00000197891,SLC22A12,ENSMUSG00000061742,Slc22a12
ENSG00000164399,IL3,ENSMUSG00000018914,Il3
ENSG00000126261,UBA2,ENSMUSG00000052997,Uba2
ENSG00000134419,RPS15A,ENSMUSG00000008683,Rps15a
ENSG00000115896,PLCL1,ENSMUSG00000038349,Plcl1
ENSG00000151012,SLC7A11,ENSMUSG00000027737,Slc7a11
ENSG00000136891,TEX10,ENSMUSG00000028345,Tex10
ENSG00000102001,CACNA1F,ENSMUSG00000031142,Cacna1f
ENSG00000146221,TCTE1,ENSMUSG00000023949,Tcte1
ENSG00000203965,EFCAB7,ENSMUSG00000073791,Efcab7
ENSG00000166377,ATP9B,ENSMUSG00000024566,Atp9b
ENSG00000112130,RNF8,ENSMUSG00000090083,Rnf8
ENSG00000120705,ETF1,ENSMUSG00000024360,Etf1
ENSG00000135966,TGFBRAP1,ENSMUSG00000070939,Tgfbrap1
ENSG00000153898,MCOLN2,ENSMUSG00000011008,Mcoln2
ENSG00000170011,MYRIP,ENSMUSG00000041794,Myrip
ENSG00000004660,CAMKK1,ENSMUSG00000020785,Camkk1
ENSG00000022277,RTF2,ENSMUSG00000027502,Rtf2
ENSG00000157379,DHRS1,ENSMUSG00000002332,Dhrs1
ENSG00000167778,SPRYD3,ENSMUSG00000036966,Spryd3
ENSG00000103657,HERC1,ENSMUSG00000038664,Herc1
ENSG00000249242,TMEM150C,ENSMUSG00000050640,Tmem150c
ENSG00000081320,STK17B,ENSMUSG00000026094,Stk17b
ENSG00000031691,CENPQ,ENSMUSG00000023919,Cenpq
ENSG00000119965,C10orf88,ENSMUSG00000040177,2310057M21Rik
ENSG00000124813,RUNX2,ENSMUSG00000039153,Runx2
ENSG00000198785,GRIN3A,ENSMUSG00000039579,Grin3a
ENSG00000134853,PDGFRA,ENSMUSG00000029231,Pdgfra
ENSG00000099992,TBC1D10A,ENSMUSG00000034412,Tbc1d10a
ENSG00000117069,ST6GALNAC5,ENSMUSG00000039037,St6galnac5
ENSG00000068831,RASGRP2,ENSMUSG00000032946,Rasgrp2
ENSG00000215475,SIAH3,ENSMUSG00000091722,Siah3
ENSG00000196943,NOP9,ENSMUSG00000019297,Nop9
ENSG00000107938,EDRF1,ENSMUSG00000039990,Edrf1
ENSG00000135447,PPP1R1A,ENSMUSG00000022490,Ppp1r1a
ENSG00000125703,ATG4C,ENSMUSG00000028550,Atg4c
ENSG00000155833,CYLC2,ENSMUSG00000039555,Cylc2
ENSG00000152127,MGAT5,ENSMUSG00000036155,Mgat5
ENSG00000145819,ARHGAP26,ENSMUSG00000036452,Arhgap26
ENSG00000076344,RGS11,ENSMUSG00000024186,Rgs11
ENSG00000165030,NFIL3,ENSMUSG00000056749,Nfil3
ENSG00000102452,NALCN,ENSMUSG00000000197,Nalcn
ENSG00000139173,TMEM117,ENSMUSG00000063296,Tmem117
ENSG00000204291,COL15A1,ENSMUSG00000028339,Col15a1
ENSG00000213906,LTB4R2,ENSMUSG00000040432,Ltb4r2
ENSG00000108405,P2RX1,ENSMUSG00000020787,P2rx1
ENSG00000124103,FAM209A,ENSMUSG00000027505,Fam209
ENSG00000188674,C2orf80,ENSMUSG00000044816,D630023F18Rik
ENSG00000213714,FAM209B,ENSMUSG00000027505,Fam209
ENSG00000161896,IP6K3,ENSMUSG00000024210,Ip6k3
ENSG00000087589,CASS4,ENSMUSG00000074570,Cass4
ENSG00000129465,RIPK3,ENSMUSG00000022221,Ripk3
ENSG00000257987,TEX49,ENSMUSG00000022993,Tex49
ENSG00000197838,CYP2A13,ENSMUSG00000005547,Cyp2a5
ENSG00000197838,CYP2A13,ENSMUSG00000074254,Cyp2a4
ENSG00000151229,SLC2A13,ENSMUSG00000036298,Slc2a13
ENSG00000187624,C17orf97,ENSMUSG00000053783,1700016K19Rik
ENSG00000154007,ASB17,ENSMUSG00000038997,Asb17
ENSG00000188779,SKOR1,ENSMUSG00000022245,Skor1
ENSG00000188056,TREML4,ENSMUSG00000051682,Treml4
ENSG00000101247,NDUFAF5,ENSMUSG00000027384,Ndufaf5
ENSG00000091622,PITPNM3,ENSMUSG00000040543,Pitpnm3
ENSG00000162618,ADGRL4,ENSMUSG00000039167,Adgrl4
ENSG00000078142,PIK3C3,ENSMUSG00000033628,Pik3c3
ENSG00000188334,BSPH1,ENSMUSG00000074378,Bsph1
ENSG00000100968,NFATC4,ENSMUSG00000023411,Nfatc4
ENSG00000099995,SF3A1,ENSMUSG00000002129,Sf3a1
ENSG00000164035,EMCN,ENSMUSG00000054690,Emcn
ENSG00000095209,TMEM38B,ENSMUSG00000028420,Tmem38b
ENSG00000197050,ZNF420,ENSMUSG00000063047,Zfp780b
ENSG00000116120,FARSB,ENSMUSG00000026245,Farsb
ENSG00000180116,C12orf40,ENSMUSG00000078932,CN725425
ENSG00000171462,DLK2,ENSMUSG00000047428,Dlk2
ENSG00000283378,CNTNAP3C,ENSMUSG00000033063,Cntnap3
ENSG00000171956,FOXB1,ENSMUSG00000059246,Foxb1
ENSG00000131668,BARX1,ENSMUSG00000021381,Barx1
ENSG00000111704,NANOG,ENSMUSG00000012396,Nanog
ENSG00000137880,GCHFR,ENSMUSG00000046814,Gchfr
ENSG00000096401,CDC5L,ENSMUSG00000112781,Gm9046
ENSG00000096401,CDC5L,ENSMUSG00000112495,Gm9048
ENSG00000096401,CDC5L,ENSMUSG00000112419,Gm9044
ENSG00000096401,CDC5L,ENSMUSG00000112216,Gm32717
ENSG00000096401,CDC5L,ENSMUSG00000112814,Gm9040
ENSG00000096401,CDC5L,ENSMUSG00000112027,Gm9045
ENSG00000096401,CDC5L,ENSMUSG00000023932,Cdc5l
ENSG00000096401,CDC5L,ENSMUSG00000112252,Gm32802
ENSG00000096401,CDC5L,ENSMUSG00000112919,Gm9049
ENSG00000136810,TXN,ENSMUSG00000028367,Txn1
ENSG00000074410,CA12,ENSMUSG00000032373,Car12
ENSG00000197446,CYP2F1,ENSMUSG00000052974,Cyp2f2
ENSG00000124201,ZNFX1,ENSMUSG00000039501,Znfx1
ENSG00000150540,HNMT,ENSMUSG00000026986,Hnmt
ENSG00000131378,RFTN1,ENSMUSG00000039316,Rftn1
ENSG00000164265,SCGB3A2,ENSMUSG00000038791,Scgb3a2
ENSG00000111371,SLC38A1,ENSMUSG00000023169,Slc38a1
ENSG00000124490,CRISP2,ENSMUSG00000023930,Crisp2
ENSG00000176769,TCERG1L,ENSMUSG00000091002,Tcerg1l
ENSG00000099999,RNF215,ENSMUSG00000003581,Rnf215
ENSG00000173261,PLAC8L1,ENSMUSG00000059455,Plac8l1
ENSG00000165138,ANKS6,ENSMUSG00000066191,Anks6
ENSG00000101997,CCDC22,ENSMUSG00000031143,Ccdc22
ENSG00000256806,C17orf100,ENSMUSG00000053574,4930563E22Rik
ENSG00000081791,DELE1,ENSMUSG00000024442,Dele1
ENSG00000175820,CCDC168,ENSMUSG00000091844,Gm8251
ENSG00000163285,GABRG1,ENSMUSG00000001260,Gabrg1
ENSG00000151287,TEX30,ENSMUSG00000026049,Tex30
ENSG00000159871,LYPD5,ENSMUSG00000030484,Lypd5
ENSG00000141040,ZNF287,ENSMUSG00000005267,Zfp287
ENSG00000198873,GRK5,ENSMUSG00000003228,Grk5
ENSG00000100003,SEC14L2,ENSMUSG00000003585,Sec14l2
ENSG00000079134,THOC1,ENSMUSG00000024287,Thoc1
ENSG00000187957,DNER,ENSMUSG00000036766,Dner
ENSG00000254535,PABPC4L,ENSMUSG00000090919,Pabpc4l
ENSG00000145283,SLC10A6,ENSMUSG00000029321,Slc10a6
ENSG00000188786,MTF1,ENSMUSG00000028890,Mtf1
ENSG00000049769,PPP1R3F,ENSMUSG00000039556,Ppp1r3f
ENSG00000164066,INTU,ENSMUSG00000060798,Intu
ENSG00000007376,RPUSD1,ENSMUSG00000041199,Rpusd1
ENSG00000105507,CABP5,ENSMUSG00000005649,Cabp5
ENSG00000076003,MCM6,ENSMUSG00000026355,Mcm6
ENSG00000137941,TTLL7,ENSMUSG00000036745,Ttll7
ENSG00000074370,ATP2A3,ENSMUSG00000020788,Atp2a3
ENSG00000204711,CFAP95,ENSMUSG00000033053,Cfap95
ENSG00000134897,BIVM,ENSMUSG00000041684,Bivm
ENSG00000196867,ZFP28,ENSMUSG00000062861,Zfp28
ENSG00000147118,ZNF182,ENSMUSG00000054737,Zfp182
ENSG00000170927,PKHD1,ENSMUSG00000043760,Pkhd1
ENSG00000075290,WNT8B,ENSMUSG00000036961,Wnt8b
ENSG00000170293,CMTM8,ENSMUSG00000041012,Cmtm8
ENSG00000157483,MYO1E,ENSMUSG00000032220,Myo1e
ENSG00000265763,ZNF488,ENSMUSG00000044519,Zfp488
ENSG00000022355,GABRA1,ENSMUSG00000010803,Gabra1
ENSG00000104415,CCN4,ENSMUSG00000005124,Ccn4
ENSG00000163528,CHCHD4,ENSMUSG00000081044,AU015836
ENSG00000163528,CHCHD4,ENSMUSG00000034203,Chchd4
ENSG00000209042,SNORD12C,ENSMUSG00000077515,Gm25878
ENSG00000222365,SNORD12B,ENSMUSG00000077294,Gm24123
ENSG00000222365,SNORD12B,ENSMUSG00000077565,Gm23201
ENSG00000198612,COPS8,ENSMUSG00000034432,Cops8
ENSG00000212304,SNORD12,ENSMUSG00000077698,Snord12
ENSG00000124171,PARD6B,ENSMUSG00000044641,Pard6b
ENSG00000131669,NINJ1,ENSMUSG00000037966,Ninj1
ENSG00000182645,CCDC172,ENSMUSG00000025090,Ccdc172
ENSG00000188508,KRTDAP,ENSMUSG00000074199,Krtdap
ENSG00000124217,MOCS3,ENSMUSG00000074576,Mocs3
ENSG00000173418,NAA20,ENSMUSG00000002728,Naa20
ENSG00000148908,RGS10,ENSMUSG00000030844,Rgs10
ENSG00000183087,GAS6,ENSMUSG00000031451,Gas6
ENSG00000154783,FGD5,ENSMUSG00000034037,Fgd5
ENSG00000127588,GNG13,ENSMUSG00000025739,Gng13
ENSG00000068976,PYGM,ENSMUSG00000032648,Pygm
ENSG00000187758,ADH1A,ENSMUSG00000074207,Adh1
ENSG00000101343,CRNKL1,ENSMUSG00000001767,Crnkl1
ENSG00000185737,NRG3,ENSMUSG00000041014,Nrg3
ENSG00000197969,VPS13A,ENSMUSG00000046230,Vps13a
ENSG00000168447,SCNN1B,ENSMUSG00000030873,Scnn1b
ENSG00000201517,RNU6-707P,ENSMUSG00000088227,Gm22597
ENSG00000151470,C4orf33,ENSMUSG00000025766,D3Ertd751e
ENSG00000184788,SATL1,ENSMUSG00000025527,Satl1
ENSG00000141447,OSBPL1A,ENSMUSG00000044252,Osbpl1a
ENSG00000083828,ZNF586,ENSMUSG00000000103,Zfy2
ENSG00000083828,ZNF586,ENSMUSG00000053211,Zfy1
ENSG00000188021,UBQLN2,ENSMUSG00000050148,Ubqln2
ENSG00000185985,SLITRK2,ENSMUSG00000036790,Slitrk2
ENSG00000136159,NUDT15,ENSMUSG00000033405,Nudt15
ENSG00000129696,TTI2,ENSMUSG00000031577,Tti2
ENSG00000148704,VAX1,ENSMUSG00000006270,Vax1
ENSG00000130962,PRRG1,ENSMUSG00000047996,Prrg1
ENSG00000136146,MED4,ENSMUSG00000022109,Med4
ENSG00000242114,MTFP1,ENSMUSG00000004748,Mtfp1
ENSG00000166128,RAB8B,ENSMUSG00000036943,Rab8b
ENSG00000066135,KDM4A,ENSMUSG00000033326,Kdm4a
ENSG00000095485,CWF19L1,ENSMUSG00000025200,Cwf19l1
ENSG00000168067,MAP4K2,ENSMUSG00000024948,Map4k2
ENSG00000163631,ALB,ENSMUSG00000029368,Alb
ENSG00000163075,CFAP221,ENSMUSG00000036962,Cfap221
ENSG00000101911,PRPS2,ENSMUSG00000025742,Prps2
ENSG00000100012,SEC14L3,ENSMUSG00000054986,Sec14l3
ENSG00000205268,PDE7A,ENSMUSG00000069094,Pde7a
ENSG00000139687,RB1,ENSMUSG00000022105,Rb1
ENSG00000166233,ARIH1,ENSMUSG00000025234,Arih1
ENSG00000177291,GJD4,ENSMUSG00000036855,Gjd4
ENSG00000148700,ADD3,ENSMUSG00000025026,Add3
ENSG00000171606,ZNF274,ENSMUSG00000058638,Zfp110
ENSG00000171606,ZNF274,ENSMUSG00000021514,Zfp369
ENSG00000146166,LGSN,ENSMUSG00000050217,Lgsn
ENSG00000284895,,ENSMUSG00000115115,Gm55960
ENSG00000117174,ZNHIT6,ENSMUSG00000074182,Znhit6
ENSG00000102858,MGRN1,ENSMUSG00000022517,Mgrn1
ENSG00000102683,SGCG,ENSMUSG00000035296,Sgcg
ENSG00000085224,ATRX,ENSMUSG00000031229,Atrx
ENSG00000112759,SLC29A1,ENSMUSG00000023942,Slc29a1
ENSG00000160299,PCNT,ENSMUSG00000001151,Pcnt
ENSG00000139746,RBM26,ENSMUSG00000022119,Rbm26
ENSG00000184313,MROH7,ENSMUSG00000047502,Mroh7
ENSG00000137841,PLCB2,ENSMUSG00000040061,Plcb2
ENSG00000132669,RIN2,ENSMUSG00000001768,Rin2
ENSG00000175548,ALG10B,ENSMUSG00000075470,Alg10b
ENSG00000133488,SEC14L4,ENSMUSG00000019368,Sec14l4
ENSG00000091428,RAPGEF4,ENSMUSG00000049044,Rapgef4
ENSG00000101236,RNF24,ENSMUSG00000048911,Rnf24
ENSG00000178449,COX14,ENSMUSG00000023020,Cox14
ENSG00000105173,CCNE1,ENSMUSG00000002068,Ccne1
ENSG00000142166,IFNAR1,ENSMUSG00000022967,Ifnar1
ENSG00000104450,SPAG1,ENSMUSG00000037617,Spag1
ENSG00000125266,EFNB2,ENSMUSG00000001300,Efnb2
ENSG00000129315,CCNT1,ENSMUSG00000011960,Ccnt1
ENSG00000101605,MYOM1,ENSMUSG00000024049,Myom1
ENSG00000102780,DGKH,ENSMUSG00000034731,Dgkh
ENSG00000088833,NSFL1C,ENSMUSG00000027455,Nsfl1c
ENSG00000141485,SLC13A5,ENSMUSG00000020805,Slc13a5
ENSG00000128242,GAL3ST1,ENSMUSG00000049721,Gal3st1
ENSG00000104435,STMN2,ENSMUSG00000027500,Stmn2
ENSG00000134294,SLC38A2,ENSMUSG00000022462,Slc38a2
ENSG00000144455,SUMF1,ENSMUSG00000030101,Sumf1
ENSG00000110047,EHD1,ENSMUSG00000024772,Ehd1
ENSG00000121898,CPXM2,ENSMUSG00000030862,Cpxm2
ENSG00000159140,SON,ENSMUSG00000022961,Son
ENSG00000118985,ELL2,ENSMUSG00000001542,Ell2
